STATE,COUNTY,STNAME,CTYNAME,DATE,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM,fips,DATE_WINDOW
6,21,California,Glenn County,2022-07-01,28339,14469,13870,1809,947,862,3881,2041,1840,1869,973,896,2525,1329,1196,21705,10986,10719,20780,10508,10272,10978,5699,5279,7060,3638,3422,6314,3196,3118,4881,2345,2536,1809,947,862,2111,1119,992,2246,1163,1083,2085,1093,992,1833,968,865,1703,869,834,1871,958,913,1780,926,854,1706,885,821,1500,759,741,1509,772,737,1591,797,794,1714,868,846,1635,814,821,1224,602,622,899,448,451,624,298,326,499,183,316,36.4,35.6,37.3,06021,2024-01-01
6,23,California,Humboldt County,2016-01-01,136477,68049,68428,7535,3879,3656,13219,6743,6476,5808,2934,2874,17722,8757,8965,112796,55937,56859,109915,54493,55422,57490,29400,28090,35420,18451,16969,33973,16726,17247,22800,10559,12241,7535,3879,3656,7425,3780,3645,7254,3705,3549,9015,4488,4527,13055,6461,6594,9314,4797,4517,9047,4690,4357,9265,4804,4461,7794,4160,3634,7214,3793,3421,7787,3862,3925,9310,4489,4821,9662,4582,5080,8982,4397,4585,5285,2532,2753,3535,1688,1847,2227,944,1283,2771,998,1773,37.9,37.2,38.7,06023,2017-07-01
6,23,California,Humboldt County,2017-07-01,136710,68015,68695,7452,3793,3659,13173,6712,6461,5689,2892,2797,17569,8679,8890,113283,56075,57208,110396,54618,55778,57806,29513,28293,35894,18636,17258,33291,16391,16900,23642,10912,12730,7452,3793,3659,7207,3666,3541,7312,3740,3572,8975,4470,4505,12937,6407,6530,9651,4936,4715,8662,4500,4162,9467,4868,4599,8114,4332,3782,7305,3843,3462,7480,3716,3764,8986,4352,4634,9520,4480,5040,8906,4293,4613,6011,2917,3094,3679,1734,1945,2301,997,1304,2745,971,1774,38.1,37.5,38.9,06023,2018-07-01
6,23,California,Humboldt County,2018-07-01,136502,67857,68645,7126,3628,3498,13215,6745,6470,5745,2954,2791,17292,8488,8804,113385,56056,57329,110416,54530,55886,57635,29346,28289,36014,18631,17383,32591,16130,16461,24519,11281,13238,7126,3628,3498,7228,3689,3539,7403,3783,3620,8912,4449,4463,12709,6266,6443,9790,5029,4761,8334,4290,4044,9504,4871,4633,8386,4441,3945,7396,3898,3498,7090,3544,3546,8788,4262,4526,9317,4426,4891,9129,4312,4817,6375,3101,3274,3880,1827,2053,2381,1056,1325,2754,985,1769,38.5,37.8,39.2,06023,2019-07-01
6,23,California,Humboldt County,2019-07-01,135839,67377,68462,6932,3490,3442,13033,6626,6407,5761,2970,2791,17105,8409,8696,112968,55765,57203,110113,54291,55822,57141,29014,28127,35760,18410,17350,32001,15891,16110,25247,11581,13666,6932,3490,3442,7194,3653,3541,7324,3748,3576,8824,4425,4399,12557,6179,6378,9792,4950,4842,8302,4329,3973,9169,4670,4499,8497,4461,4036,7548,3942,3606,6945,3506,3439,8435,4129,4306,9073,4314,4759,9035,4240,4795,6999,3377,3622,4059,1881,2178,2418,1078,1340,2736,1005,1731,38.9,38.2,39.5,06023,2020-04-01
6,23,California,Humboldt County,2020-04-01,135268,67005,68263,6898,3464,3434,12891,6557,6334,5730,2943,2787,16859,8296,8563,112556,55477,57079,109749,54041,55708,56730,28740,27990,35603,18254,17349,31605,15740,15865,25682,11751,13931,6898,3464,3434,7140,3645,3495,7213,3665,3548,8725,4391,4334,12402,6095,6307,9629,4906,4723,8288,4266,4022,9022,4572,4450,8664,4510,4154,7596,3999,3597,6859,3529,3330,8154,3963,4191,8996,4249,4747,8987,4189,4798,7328,3526,3802,4184,1927,2257,2503,1121,1382,2680,988,1692,39.1,38.4,39.8,06023,2020-07-01
6,23,California,Humboldt County,2020-07-01,134977,66831,68146,6881,3450,3431,12823,6526,6297,5722,2935,2787,16756,8246,8510,112341,55343,56998,109551,53920,55631,56586,28640,27946,35564,18206,17358,31469,15687,15782,25762,11781,13981,6881,3450,3431,7107,3637,3470,7172,3636,3536,8683,4375,4308,12339,6059,6280,9566,4884,4682,8295,4251,4044,8975,4540,4435,8728,4531,4197,7608,4016,3592,6845,3543,3302,8054,3907,4147,8962,4221,4741,8965,4170,4795,7421,3572,3849,4206,1932,2274,2528,1133,1395,2642,974,1668,39.2,38.5,39.9,06023,2021-07-01
6,23,California,Humboldt County,2021-07-01,134836,66978,67858,6467,3278,3189,12928,6588,6340,6064,3088,2976,16078,7955,8123,112379,55558,56821,109377,54024,55353,56084,28369,27715,35488,18105,17383,31510,15914,15596,26301,12050,14251,6467,3278,3189,7128,3670,3458,7346,3697,3649,8036,4111,3925,12560,6153,6407,8991,4556,4435,8455,4270,4185,8848,4510,4338,9194,4769,4425,7700,4090,3610,7222,3815,3407,7632,3730,3902,8956,4279,4677,8929,4182,4747,7856,3758,4098,4341,2035,2306,2609,1167,1442,2566,908,1658,39.8,39.2,40.4,06023,2022-07-01
6,23,California,Humboldt County,2022-07-01,135010,66937,68073,6337,3272,3065,12552,6390,6162,6110,3090,3020,16932,8301,8631,113049,55739,57310,110011,54185,55826,56606,28455,28151,35084,17829,17255,31007,15722,15285,26988,12333,14655,6337,3272,3065,6942,3540,3402,7130,3615,3515,8633,4335,4298,12889,6291,6598,8676,4387,4289,8602,4325,4277,8431,4298,4133,9375,4819,4556,7888,4186,3702,7250,3847,3403,7253,3552,3701,8616,4137,4479,8793,4105,4688,7902,3730,4172,4968,2359,2609,2705,1197,1508,2620,942,1678,39.9,39.4,40.5,06023,2024-01-01
6,25,California,Imperial County,2016-01-01,179881,91928,87953,15384,7789,7595,25464,12862,12602,11214,5755,5459,19019,10279,8740,133594,68504,65090,127819,65522,62297,75467,40975,34492,47907,26297,21610,38998,19103,19895,21895,9843,12052,15384,7789,7595,14241,7239,7002,13896,6979,6917,13819,7220,6599,13741,7458,6283,13787,7786,6001,12511,7031,5480,11337,6198,5139,10272,5282,4990,10414,5281,5133,10179,5035,5144,9784,4736,5048,8621,4051,4570,7034,3350,3684,5097,2291,2806,3883,1693,2190,2973,1318,1655,2908,1191,1717,32.0,31.0,33.3,06025,2017-07-01
6,25,California,Imperial County,2017-07-01,181250,93027,88223,15223,7705,7518,25666,12960,12706,11208,5744,5464,18754,10240,8514,134822,69539,65283,129153,66618,62535,76018,41606,34412,48898,27068,21830,38887,19096,19791,22614,10214,12400,15223,7705,7518,14536,7433,7103,13972,6973,6999,13570,7073,6497,13550,7465,6085,14255,8100,6155,12669,7147,5522,11648,6396,5252,10326,5425,4901,10287,5235,5052,10008,4976,5032,9757,4737,5020,8835,4148,4687,7144,3431,3713,5436,2440,2996,4000,1755,2245,3005,1348,1657,3029,1240,1789,32.1,31.2,33.4,06025,2018-07-01
6,25,California,Imperial County,2018-07-01,181062,92833,88229,14905,7527,7378,25911,13141,12770,11072,5600,5472,18425,10012,8413,134641,69351,65290,129174,66565,62609,75728,41358,34370,49011,27141,21870,38519,18917,19602,23219,10495,12724,14905,7527,7378,14687,7582,7105,14004,6954,7050,13601,7028,6573,13116,7189,5927,14262,8047,6215,12660,7204,5456,11935,6499,5436,10154,5391,4763,10036,5082,4954,9856,4900,4956,9686,4703,4983,8941,4232,4709,7222,3412,3810,5726,2635,3091,4146,1851,2295,3020,1332,1688,3105,1265,1840,32.3,31.4,33.5,06025,2019-07-01
6,25,California,Imperial County,2019-07-01,180439,92436,88003,14354,7180,7174,26030,13240,12790,11088,5578,5510,18019,9792,8227,134438,69207,65231,128967,66438,62529,75300,41133,34167,49044,27190,21854,38027,18690,19337,23877,10766,13111,14354,7180,7174,14854,7640,7214,14027,7027,7000,13415,6890,6525,12841,7053,5788,13994,7853,6141,12885,7337,5548,11958,6527,5431,10207,5473,4734,9780,4954,4826,9730,4847,4883,9575,4627,4948,8942,4262,4680,7388,3456,3932,5994,2830,3164,4184,1814,2370,3126,1367,1759,3185,1299,1886,32.5,31.7,33.7,06025,2020-04-01
6,25,California,Imperial County,2020-04-01,180476,92361,88115,13900,6994,6906,26378,13397,12981,11176,5588,5588,17775,9672,8103,134555,69165,65390,129022,66382,62640,75269,41070,34199,49136,27204,21932,37675,18546,19129,24436,10960,13476,13900,6994,6906,15177,7738,7439,14019,7053,6966,13422,6864,6558,12711,7002,5709,13761,7654,6107,13097,7454,5643,11970,6527,5443,10308,5569,4739,9579,4830,4749,9717,4856,4861,9396,4528,4868,8983,4332,4651,7559,3506,4053,6174,2891,3283,4289,1875,2414,3131,1355,1776,3283,1333,1950,32.7,31.8,33.8,06025,2020-07-01
6,25,California,Imperial County,2020-07-01,180267,92224,88043,13747,6927,6820,26438,13424,13014,11211,5593,5618,17657,9614,8043,134419,69065,65354,128871,66280,62591,75183,41011,34172,49132,27192,21940,37536,18483,19053,24546,10991,13555,13747,6927,6820,15260,7761,7499,13995,7051,6944,13406,6845,6561,12645,6974,5671,13650,7572,6078,13159,7489,5670,11979,6531,5448,10344,5600,4744,9517,4793,4724,9716,4858,4858,9324,4491,4833,8979,4341,4638,7599,3517,4082,6219,2903,3316,4310,1887,2423,3128,1350,1778,3290,1334,1956,32.8,31.9,33.9,06025,2021-07-01
6,25,California,Imperial County,2021-07-01,179215,91982,87233,12757,6404,6353,26545,13570,12975,11449,5690,5759,18343,9942,8401,134156,69171,64985,128464,66318,62146,75647,41231,34416,48750,27009,21741,37217,18538,18679,24154,10829,13325,12757,6404,6353,14932,7568,7364,14508,7412,7096,13789,7030,6759,13108,7192,5916,12980,7174,5806,13129,7426,5703,12030,6647,5383,10611,5762,4849,9504,4864,4640,9613,4832,4781,9265,4520,4745,8835,4322,4513,7742,3654,4088,6223,2887,3336,4187,1848,2339,2961,1262,1699,3041,1178,1863,32.8,32.1,33.8,06025,2022-07-01
6,25,California,Imperial County,2022-07-01,178713,91643,87070,12276,6175,6101,26449,13497,12952,11510,5746,5764,18295,9901,8394,134171,69085,65086,128478,66225,62253,75712,41179,34533,48863,27019,21844,36738,18311,18427,24582,10994,13588,12276,6175,6101,14841,7488,7353,14564,7496,7068,13758,6962,6796,13091,7198,5893,12716,7045,5671,13343,7505,5838,11949,6585,5364,10855,5884,4971,9594,4963,4631,9449,4744,4705,9010,4357,4653,8685,4247,4438,7884,3722,4162,6282,2902,3380,4458,1956,2502,2977,1284,1693,2981,1130,1851,33.0,32.3,33.9,06025,2024-01-01
6,27,California,Inyo County,2016-01-01,17897,8988,8909,1055,539,516,1813,935,878,818,443,375,1202,627,575,14648,7296,7352,14211,7071,7140,5693,2961,2732,3863,2002,1861,5146,2534,2612,4000,1908,2092,1055,539,516,1032,538,494,971,508,463,988,524,464,842,435,407,882,458,424,1075,548,527,1001,531,470,905,465,440,949,465,484,1170,577,593,1507,752,755,1520,740,780,1270,648,622,908,446,462,696,336,360,530,248,282,596,230,366,46.0,44.4,47.6,06027,2017-07-01
6,27,California,Inyo County,2017-07-01,17819,8985,8834,1025,526,499,1847,961,886,783,425,358,1196,622,574,14567,7294,7273,14164,7073,7091,5683,2980,2703,3895,2029,1866,5026,2462,2564,4047,1960,2087,1025,526,499,1043,553,490,995,504,491,941,507,434,847,444,403,890,449,441,1054,545,509,1037,551,486,914,484,430,993,494,499,1047,516,531,1510,731,779,1476,721,755,1270,657,613,978,491,487,682,325,357,514,243,271,603,244,359,45.9,44.3,47.4,06027,2018-07-01
6,27,California,Inyo County,2018-07-01,17894,9002,8892,1024,492,532,1902,1000,902,760,397,363,1182,617,565,14593,7331,7262,14208,7113,7095,5722,2976,2746,3968,2050,1918,4914,2424,2490,4144,2022,2122,1024,492,532,1074,568,506,1016,520,496,931,501,430,823,425,398,895,440,455,1057,550,507,1109,584,525,907,476,431,961,488,473,987,470,517,1458,727,731,1508,739,769,1288,663,625,1000,517,483,722,337,385,529,252,277,605,253,352,45.6,44.4,46.8,06027,2019-07-01
6,27,California,Inyo County,2019-07-01,17993,9039,8954,985,478,507,1936,994,942,777,406,371,1157,586,571,14675,7363,7312,14295,7161,7134,5829,3012,2817,4103,2131,1972,4776,2372,2404,4259,2072,2187,985,478,507,1093,555,538,1051,550,501,918,487,431,808,394,414,928,450,478,1019,528,491,1199,645,554,957,508,449,935,471,464,960,475,485,1347,663,684,1534,763,771,1316,669,647,1026,522,504,768,368,400,534,245,289,615,268,347,45.2,44.1,46.4,06027,2020-04-01
6,27,California,Inyo County,2020-04-01,18062,9043,9019,978,473,505,1945,982,963,786,409,377,1133,584,549,14729,7369,7360,14353,7179,7174,5900,3062,2838,4189,2179,2010,4671,2310,2361,4360,2106,2254,978,473,505,1088,541,547,1065,551,514,920,496,424,791,387,404,941,454,487,1019,537,482,1225,635,590,1004,553,451,944,478,466,956,475,481,1267,604,663,1504,753,751,1362,673,689,1081,544,537,779,380,399,530,254,276,608,255,353,45.0,43.9,46.1,06027,2020-07-01
6,27,California,Inyo County,2020-07-01,18046,9033,9013,976,473,503,1944,978,966,792,410,382,1122,581,541,14709,7358,7351,14334,7172,7162,5903,3065,2838,4198,2185,2013,4629,2290,2339,4385,2116,2269,976,473,503,1082,536,546,1071,553,518,925,497,428,780,383,397,940,452,488,1017,540,477,1228,627,601,1013,566,447,949,483,466,954,476,478,1238,582,656,1488,749,739,1377,678,699,1098,552,546,777,380,397,531,257,274,602,249,353,44.9,43.8,46.1,06027,2021-07-01
6,27,California,Inyo County,2021-07-01,18927,9605,9322,954,471,483,2012,1021,991,881,466,415,1285,709,576,15509,7877,7632,15080,7647,7433,6366,3343,3023,4426,2284,2142,4777,2428,2349,4592,2226,2366,954,471,483,1118,556,562,1120,581,539,1055,585,470,885,474,411,938,459,479,1060,535,525,1320,684,636,1108,606,502,995,530,465,1023,519,504,1233,616,617,1526,763,763,1463,724,739,1176,601,575,819,398,421,543,263,280,591,240,351,44.6,43.8,45.6,06027,2022-07-01
6,27,California,Inyo County,2022-07-01,18718,9465,9253,922,473,449,1966,981,985,888,473,415,1277,696,581,15387,7782,7605,14942,7538,7404,6307,3286,3021,4370,2234,2136,4667,2358,2309,4628,2250,2378,922,473,449,1081,511,570,1113,587,526,1055,589,466,882,463,419,890,434,456,1076,552,524,1231,623,608,1173,625,548,1016,551,465,1019,520,499,1114,545,569,1518,742,776,1459,719,740,1142,585,557,890,437,453,553,264,289,584,245,339,44.7,43.9,45.7,06027,2024-01-01
6,29,California,Kern County,2016-01-01,881094,451913,429181,71036,36297,34739,131272,66467,64805,55064,28089,26975,93005,49831,43174,651291,335159,316132,623722,321060,302662,380388,202555,177833,245909,131493,114416,193181,97676,95505,91627,42060,49567,71036,36297,34739,74351,37639,36712,70511,35686,34825,65942,34134,31808,68537,36928,31609,71392,38635,32757,64635,34979,29656,57648,30637,27011,52234,27242,24992,51002,26313,24689,50830,25662,25168,50078,25185,24893,41271,20516,20755,32383,15493,16890,22902,10791,12111,16167,7567,8600,10450,4562,5888,9725,3647,6078,31.4,30.9,32.0,06029,2017-07-01
6,29,California,Kern County,2017-07-01,887316,455065,432251,70500,36066,34434,132393,67037,65356,55270,28131,27139,91309,48904,42405,656987,338112,318875,629153,323831,305322,382605,203880,178725,249864,133856,116008,193401,97652,95749,94579,43419,51160,70500,36066,34434,74226,37646,36580,72005,36402,35603,65781,33974,31807,66960,36050,30910,72819,39347,33472,65261,35363,29898,59107,31454,27653,52677,27692,24985,50798,26113,24685,49783,25166,24617,50160,25131,25029,42660,21242,21418,32672,15714,16958,24479,11450,13029,16803,7796,9007,10590,4664,5926,10035,3795,6240,31.6,31.1,32.2,06029,2018-07-01
6,29,California,Kern County,2018-07-01,893618,458195,435423,69179,35401,33778,133403,67694,65709,55764,28257,27507,90486,48477,42009,662882,340853,322029,635272,326843,308429,385548,205425,180123,253502,135865,117637,193411,97526,95885,97873,44975,52898,69179,35401,33778,74016,37578,36438,73591,37290,36301,66399,34252,32147,65647,35308,30339,73540,39789,33751,66025,35726,30299,60802,32315,28487,53135,28035,25100,50808,26064,24744,48833,24722,24111,49978,24850,25128,43792,21890,21902,33754,16350,17404,25314,11790,13524,17662,8152,9510,10915,4836,6079,10228,3847,6381,31.8,31.3,32.4,06029,2019-07-01
6,29,California,Kern County,2019-07-01,898898,460537,438361,68062,34790,33272,134062,68138,65924,56384,28641,27743,89714,47938,41776,668066,342976,325090,640390,328968,311422,388266,206464,181802,256614,137285,119329,192792,97176,95616,101270,46569,54701,68062,34790,33272,74147,37802,36345,74361,37736,36625,67002,34480,32522,64650,34699,29951,73826,39939,33887,66864,35981,30883,61837,32821,29016,54087,28544,25543,50448,25952,24496,48123,24356,23767,49678,24592,25086,44543,22276,22267,34952,16914,18038,26354,12345,14009,18242,8382,9860,11344,5022,6322,10378,3906,6472,32.0,31.5,32.6,06029,2020-04-01
6,29,California,Kern County,2020-04-01,901373,460909,440464,67219,34371,32848,134212,68203,66009,57138,29054,28084,88861,47378,41483,670833,343508,327325,642804,329281,313523,389315,206470,182845,258014,137491,120523,192232,96689,95543,103697,47723,55974,67219,34371,32848,73982,37708,36274,74928,37948,36980,67318,34637,32681,63983,34342,29641,73025,39187,33838,67932,36429,31503,62253,32982,29271,54804,28893,25911,50170,25730,24440,47997,24237,23760,48846,24204,24642,45219,22518,22701,35816,17365,18451,27176,12742,14434,18608,8500,10108,11611,5158,6453,10486,3958,6528,32.1,31.6,32.8,06029,2020-07-01
6,29,California,Kern County,2020-07-01,901362,460613,440749,66922,34216,32706,134046,68127,65919,57412,29195,28217,88418,47108,41310,671109,343362,327747,642982,329075,313907,389371,206331,183040,258355,137511,120844,191979,96488,95491,104230,47968,56262,66922,34216,32706,73820,37626,36194,75040,37984,37056,67351,34649,32702,63665,34171,29494,72641,38885,33756,68278,36567,31711,62418,33060,29358,55018,28999,26019,50080,25659,24421,48000,24217,23783,48518,24057,24461,45381,22555,22826,36076,17498,18578,27371,12832,14539,18666,8505,10161,11675,5191,6484,10442,3942,6500,32.2,31.7,32.8,06029,2021-07-01
6,29,California,Kern County,2021-07-01,912351,466198,446153,65022,33284,31738,135286,69002,66284,60738,30953,29785,92484,48635,43849,680926,348085,332841,651305,332959,318346,397299,208796,188503,259844,137265,122579,193747,98341,95406,105230,48718,56512,65022,33284,31738,73113,37379,35734,77940,39680,38260,70751,36267,34484,66704,35264,31440,69329,36577,32752,69515,36734,32781,63916,33885,30031,57084,30069,27015,50560,26184,24376,48927,24845,24082,48111,24147,23964,46149,23165,22984,36898,18212,18686,28240,13320,14920,18325,8333,9992,11655,5134,6521,10112,3719,6393,32.3,31.9,32.8,06029,2022-07-01
6,29,California,Kern County,2022-07-01,916108,468118,447990,64121,32850,31271,133850,68225,65625,62383,31752,30631,93458,49216,44242,686175,350702,335473,655754,335291,320463,401329,210974,190355,261585,138250,123335,192857,97855,95002,107854,49970,57884,64121,32850,31271,72549,37068,35481,77398,39401,37997,72153,37093,35060,67591,35631,31960,67800,35892,31908,70614,37270,33344,64467,34161,30306,58704,30927,27777,50987,26586,24401,48782,24717,24065,46972,23619,23353,46116,22933,23183,37803,18685,19118,28252,13339,14913,19627,8928,10699,12002,5240,6762,10170,3778,6392,32.5,32.1,33.0,06029,2024-01-01
6,31,California,Kings County,2016-01-01,149269,82238,67031,11559,5881,5678,20676,10465,10211,8443,4270,4173,16825,9785,7040,112814,63759,49055,108591,61622,46969,68496,40130,28366,45297,27118,18179,31857,17993,13864,14612,6726,7886,11559,5881,5678,11907,6008,5899,10838,5500,5338,10436,5423,5013,12763,7589,5174,13087,7890,5197,12008,7097,4911,10728,6418,4310,9474,5713,3761,9117,5502,3615,8749,4962,3787,7760,4195,3565,6231,3334,2897,4957,2452,2505,3487,1672,1815,2547,1137,1410,1859,812,1047,1762,653,1109,31.6,31.9,31.2,06031,2017-07-01
6,31,California,Kings County,2017-07-01,149542,81995,67547,11554,5959,5595,20906,10571,10335,8378,4244,4134,16697,9617,7080,112945,63381,49564,108704,61221,47483,68527,39848,28679,45502,27009,18493,31467,17690,13777,15038,6905,8133,11554,5959,5595,11842,5944,5898,11114,5649,5465,10339,5368,4971,12686,7471,5215,13234,7899,5335,12064,7102,4962,10724,6323,4401,9480,5685,3795,8859,5345,3514,8436,4768,3668,7771,4195,3576,6401,3382,3019,4980,2449,2531,3700,1770,1930,2657,1171,1486,1872,828,1044,1829,687,1142,31.6,31.9,31.3,06031,2018-07-01
6,31,California,Kings County,2018-07-01,151221,83142,68079,11503,5932,5571,21209,10665,10544,8357,4226,4131,16597,9631,6966,114322,64430,49892,110152,62319,47833,69262,40455,28807,46468,27704,18764,31518,17783,13735,15569,7201,8368,11503,5932,5571,11880,5931,5949,11489,5840,5649,10142,5267,4875,12652,7484,5168,13387,7961,5426,12305,7287,5018,11085,6571,4514,9691,5885,3806,8903,5378,3525,8339,4758,3581,7768,4212,3556,6508,3435,3073,5107,2520,2587,3903,1867,2036,2739,1241,1498,1933,852,1081,1887,721,1166,31.8,32.1,31.4,06031,2019-07-01
6,31,California,Kings County,2019-07-01,152727,84251,68476,11517,5908,5609,21215,10769,10446,8444,4314,4130,16533,9619,6914,115615,65313,50302,111551,63260,48291,70102,41070,29032,47366,28284,19082,31503,17830,13673,16149,7527,8622,11517,5908,5609,11777,5983,5794,11679,5933,5746,10220,5359,4861,12516,7427,5089,13557,8054,5503,12452,7410,5042,11556,6878,4678,9801,5942,3859,8865,5383,3482,8167,4723,3444,7817,4203,3614,6654,3521,3133,5227,2653,2574,4095,1915,2180,2867,1320,1547,2007,886,1121,1953,753,1200,32.0,32.3,31.6,06031,2020-04-01
6,31,California,Kings County,2020-04-01,152804,84075,68729,11374,5817,5557,21177,10759,10418,8519,4331,4188,16457,9553,6904,115813,65237,50576,111734,63168,48566,70188,40994,29194,47456,28237,19219,31317,17645,13672,16504,7733,8771,11374,5817,5557,11740,5976,5764,11681,5910,5771,10271,5366,4905,12461,7391,5070,13420,7950,5470,12495,7406,5089,11567,6880,4687,9974,6001,3973,8795,5295,3500,8016,4681,3335,7791,4140,3651,6715,3529,3186,5332,2745,2587,4211,1970,2241,2921,1350,1571,2064,904,1160,1976,764,1212,32.1,32.4,31.7,06031,2020-07-01
6,31,California,Kings County,2020-07-01,152692,83940,68752,11319,5782,5537,21138,10742,10396,8549,4338,4211,16414,9518,6896,115766,65149,50617,111686,63078,48608,70162,40939,29223,47454,28208,19246,31239,17568,13671,16579,7784,8795,11319,5782,5537,11715,5965,5750,11678,5902,5776,10274,5359,4915,12434,7372,5062,13354,7902,5452,12504,7405,5099,11575,6885,4690,10021,6016,4005,8772,5264,3508,7974,4666,3308,7771,4113,3658,6722,3525,3197,5364,2775,2589,4234,1980,2254,2930,1358,1572,2080,908,1172,1971,763,1208,32.2,32.5,31.8,06031,2021-07-01
6,31,California,Kings County,2021-07-01,152679,84097,68582,11030,5537,5493,20981,10644,10337,9065,4651,4414,16493,9407,7086,115922,65486,50436,111603,63265,48338,70508,40998,29510,47387,28196,19191,31386,17926,13460,16337,7736,8601,11030,5537,5493,11396,5798,5598,12022,6102,5920,10592,5515,5077,12529,7287,5242,12709,7475,5234,12522,7376,5146,11890,7151,4739,10266,6194,4072,8969,5462,3507,8008,4781,3227,7640,4113,3527,6769,3570,3199,5431,2838,2593,4278,2014,2264,2858,1326,1532,1956,840,1116,1814,718,1096,32.3,32.9,31.6,06031,2022-07-01
6,31,California,Kings County,2022-07-01,152981,84475,68506,10940,5444,5496,20544,10444,10100,9320,4777,4543,16310,9295,7015,116645,66084,50561,112177,63810,48367,70952,41384,29568,47767,28560,19207,31411,18033,13378,16689,7922,8767,10940,5444,5496,11266,5792,5474,11723,5900,5823,10760,5619,5141,12425,7205,5220,12682,7519,5163,12668,7491,5177,11881,7189,4692,10536,6361,4175,9098,5583,3515,8008,4804,3204,7490,4082,3408,6815,3564,3251,5563,2911,2652,4278,2038,2240,3050,1396,1654,1996,853,1143,1802,724,1078,32.6,33.1,31.8,06031,2024-01-01
6,33,California,Lake County,2016-01-01,63912,31837,32075,3659,1818,1841,6647,3438,3209,2930,1475,1455,4350,2360,1990,52172,25843,26329,50676,25106,25570,20097,10377,9720,13535,6918,6617,18732,8987,9745,14059,6841,7218,3659,1818,1841,3712,1928,1784,3653,1886,1767,3448,1782,1666,3114,1677,1437,3665,1905,1760,3487,1809,1678,3326,1699,1627,3057,1505,1552,3679,1781,1898,4432,2135,2297,5289,2574,2715,5332,2497,2835,5133,2616,2517,3522,1731,1791,2355,1154,1201,1570,737,833,1479,603,876,46.1,44.7,47.2,06033,2017-07-01
6,33,California,Lake County,2017-07-01,64132,31934,32198,3770,1874,1896,6672,3438,3234,2973,1507,1466,4234,2262,1972,52201,25865,26336,50717,25115,25602,20318,10515,9803,13877,7134,6743,18304,8751,9553,14302,6968,7334,3770,1874,1896,3742,1910,1832,3696,1916,1780,3401,1749,1652,3040,1632,1408,3737,1944,1793,3536,1811,1725,3443,1791,1652,3161,1588,1573,3578,1675,1903,4291,2123,2168,5069,2429,2640,5366,2524,2842,4937,2506,2431,3880,1911,1969,2445,1209,1236,1575,738,837,1465,604,861,45.9,44.2,47.1,06033,2018-07-01
6,33,California,Lake County,2018-07-01,64394,32083,32311,3828,1921,1907,6784,3504,3280,2921,1491,1430,4228,2265,1963,52297,25903,26394,50861,25167,25694,20488,10603,9885,14054,7219,6835,17882,8587,9295,14697,7096,7601,3828,1921,1907,3762,1924,1838,3737,1952,1785,3423,1763,1660,3011,1621,1390,3660,1910,1750,3677,1863,1814,3506,1812,1694,3211,1634,1577,3597,1704,1893,4088,1994,2094,4838,2348,2490,5359,2541,2818,4976,2452,2524,3983,1983,2000,2620,1287,1333,1604,764,840,1514,610,904,45.6,43.8,47.2,06033,2019-07-01
