County,Sex,Age Group,7/1/2023,7/1/2024,7/1/2025
Shasta County,Male,10-14,5554,5550,5580
Shasta County,Male,15-19,5433,5382,5377
Shasta County,Male,20-24,6000,5804,5694
Shasta County,Male,25-29,6478,6370,6271
Shasta County,Male,30-34,6666,6846,6978
Shasta County,Male,35-39,5531,5661,5690
Shasta County,Male,40-44,5041,5119,5218
Shasta County,Male,45-49,4236,4326,4567
Shasta County,Male,50-54,4476,4365,4184
Shasta County,Male,55-59,4789,4584,4526
Shasta County,Male,60-64,5626,5433,5146
Shasta County,Male,65-69,5380,5285,5223
Shasta County,Male,70-74,4729,4763,4799
Shasta County,Male,75-79,3780,3879,3994
Shasta County,Male,80-84,2363,2427,2503
Shasta County,Male,85-89,1173,1211,1238
Shasta County,Male,90-94,549,544,499
Shasta County,Male,95-99,55,84,121
Shasta County,Male,100+, -   , -   ,1
Sierra County,Female,0,8,9,12
Sierra County,Female,1-4,33,37,38
Sierra County,Female,5-9,63,63,61
Sierra County,Female,10-14,61,57,50
Sierra County,Female,15-19,67,65,75
Sierra County,Female,20-24,78,73,69
Sierra County,Female,25-29,79,74,67
Sierra County,Female,30-34,60,73,85
Sierra County,Female,35-39,64,64,59
Sierra County,Female,40-44,56,50,60
Sierra County,Female,45-49,70,72,59
Sierra County,Female,50-54,79,74,73
Sierra County,Female,55-59,92,88,83
Sierra County,Female,60-64,137,135,134
Sierra County,Female,65-69,170,166,164
Sierra County,Female,70-74,165,168,153
Sierra County,Female,75-79,132,138,151
Sierra County,Female,80-84,84,85,90
Sierra County,Female,85-89,51,60,62
Sierra County,Female,90-94,35,34,32
Sierra County,Female,95-99,10,9,13
Sierra County,Female,100+,8,7,5
Sierra County,Male,0,15,12,12
Sierra County,Male,1-4,40,42,43
Sierra County,Male,5-9,65,64,65
Sierra County,Male,10-14,63,62,52
Sierra County,Male,15-19,64,66,72
Sierra County,Male,20-24,76,78,83
Sierra County,Male,25-29,101,95,86
Sierra County,Male,30-34,72,82,97
Sierra County,Male,35-39,75,75,68
Sierra County,Male,40-44,50,54,61
Sierra County,Male,45-49,54,56,55
Sierra County,Male,50-54,88,73,70
Sierra County,Male,55-59,89,86,79
Sierra County,Male,60-64,141,132,122
Sierra County,Male,65-69,136,141,154
Sierra County,Male,70-74,159,156,151
Sierra County,Male,75-79,133,153,141
Sierra County,Male,80-84,83,73,90
Sierra County,Male,85-89,35,44,47
Sierra County,Male,90-94,26,24,21
Sierra County,Male,95-99,9,7,13
Sierra County,Male,100+,16,14,10
Siskiyou County,Female,0,231,232,213
Siskiyou County,Female,1-4,675,714,789
Siskiyou County,Female,5-9,1071,1021,989
Siskiyou County,Female,10-14,1138,1124,1110
Siskiyou County,Female,15-19,1216,1190,1133
Siskiyou County,Female,20-24,1326,1322,1276
Siskiyou County,Female,25-29,1379,1396,1464
Siskiyou County,Female,30-34,1219,1334,1385
Siskiyou County,Female,35-39,1035,1011,1045
Siskiyou County,Female,40-44,1070,1104,1088
Siskiyou County,Female,45-49,895,933,973
Siskiyou County,Female,50-54,1041,977,930
Siskiyou County,Female,55-59,1145,1119,1094
Siskiyou County,Female,60-64,1640,1518,1451
Siskiyou County,Female,65-69,1859,1861,1803
Siskiyou County,Female,70-74,1798,1788,1822
Siskiyou County,Female,75-79,1419,1489,1536
Siskiyou County,Female,80-84,893,969,1011
Siskiyou County,Female,85-89,516,528,565
Siskiyou County,Female,90-94,311,287,290
Siskiyou County,Female,95-99,116,128,126
Siskiyou County,Female,100+,11,14,22
Siskiyou County,Male,0,205,211,236
Siskiyou County,Male,1-4,678,720,754
Siskiyou County,Male,5-9,1153,1109,1049
Siskiyou County,Male,10-14,1162,1114,1127
Siskiyou County,Male,15-19,1270,1271,1225
Siskiyou County,Male,20-24,1330,1321,1310
Siskiyou County,Male,25-29,1639,1537,1539
Siskiyou County,Male,30-34,1464,1637,1663
Siskiyou County,Male,35-39,1130,1108,1161
Siskiyou County,Male,40-44,1073,1135,1109
Siskiyou County,Male,45-49,971,962,1023
Siskiyou County,Male,50-54,1053,1010,978
Siskiyou County,Male,55-59,1104,1064,1073
Siskiyou County,Male,60-64,1325,1348,1259
Siskiyou County,Male,65-69,1628,1534,1502
Siskiyou County,Male,70-74,1525,1504,1494
Siskiyou County,Male,75-79,1279,1332,1333
Siskiyou County,Male,80-84,806,864,882
Siskiyou County,Male,85-89,423,431,458
Siskiyou County,Male,90-94,222,188,198
Siskiyou County,Male,95-99,73,83,74
Siskiyou County,Male,100+,12,14,14
Solano County,Female,0,2373,2329,2333
Solano County,Female,1-4,9598,9588,9490
Solano County,Female,5-9,12781,12565,12395
Solano County,Female,10-14,12957,12857,12959
Solano County,Female,15-19,13388,13361,13219
Solano County,Female,20-24,13724,13301,12985
Solano County,Female,25-29,14690,14382,14253
Solano County,Female,30-34,14569,14694,14881
Solano County,Female,35-39,14032,14019,13800
Solano County,Female,40-44,13666,13858,13893
Solano County,Female,45-49,12641,12678,12873
Solano County,Female,50-54,13412,13104,12839
Solano County,Female,55-59,13733,13187,12985
Solano County,Female,60-64,15213,14974,14564
Solano County,Female,65-69,14254,14468,14584
Solano County,Female,70-74,11939,12227,12572
Solano County,Female,75-79,8581,9042,9670
Solano County,Female,80-84,5115,5400,5794
Solano County,Female,85-89,3054,3193,3260
Solano County,Female,90-94,1807,1702,1701
Solano County,Female,95-99,625,694,707
Solano County,Female,100+,57,60,102
Solano County,Male,0,2374,2412,2326
Solano County,Male,1-4,10287,10042,9871
Solano County,Male,5-9,13206,13082,12944
Solano County,Male,10-14,13571,13485,13538
Solano County,Male,15-19,14173,14029,13890
Solano County,Male,20-24,14184,13797,13596
Solano County,Male,25-29,15336,15045,14819
Solano County,Male,30-34,15629,15794,15732
Solano County,Male,35-39,15226,15135,15070
Solano County,Male,40-44,14327,14661,14892
Solano County,Male,45-49,12820,12944,13067
Solano County,Male,50-54,13452,13096,12938
Solano County,Male,55-59,13927,13660,13427
Solano County,Male,60-64,14484,14434,14173
Solano County,Male,65-69,13120,13184,13346
Solano County,Male,70-74,10535,10641,10835
Solano County,Male,75-79,7277,7828,8241
Solano County,Male,80-84,4209,4356,4497
Solano County,Male,85-89,2057,2127,2301
Solano County,Male,90-94,857,936,1003
Solano County,Male,95-99,269,292,249
Solano County,Male,100+,19,16,28
Sonoma County,Female,0,2033,2039,1993
Sonoma County,Female,1-4,8517,8406,8334
Sonoma County,Female,5-9,11678,11336,10861
Sonoma County,Female,10-14,12910,12632,12552
Sonoma County,Female,15-19,14144,13966,13850
Sonoma County,Female,20-24,14855,14963,15286
Sonoma County,Female,25-29,14864,14451,13863
Sonoma County,Female,30-34,14436,14718,15091
Sonoma County,Female,35-39,13273,13244,12990
Sonoma County,Female,40-44,14309,14216,13859
Sonoma County,Female,45-49,13226,13359,13807
Sonoma County,Female,50-54,14224,13821,13292
Sonoma County,Female,55-59,14997,14555,14420
Sonoma County,Female,60-64,17771,17488,17058
Sonoma County,Female,65-69,17687,17659,17639
Sonoma County,Female,70-74,16580,16657,16844
Sonoma County,Female,75-79,12363,13362,14180
Sonoma County,Female,80-84,7283,7818,8440
Sonoma County,Female,85-89,4084,4255,4467
Sonoma County,Female,90-94,2385,2334,2282
Sonoma County,Female,95-99,1044,1039,996
Sonoma County,Female,100+,102,151,204
Sonoma County,Male,0,2221,2155,1915
Sonoma County,Male,1-4,8816,8825,8769
Sonoma County,Male,5-9,12067,11784,11528
Sonoma County,Male,10-14,13381,13067,12608
Sonoma County,Male,15-19,14866,14504,14410
Sonoma County,Male,20-24,15206,15586,15913
Sonoma County,Male,25-29,15432,14773,14275
Sonoma County,Male,30-34,15743,15946,15955
Sonoma County,Male,35-39,14338,14260,14309
Sonoma County,Male,40-44,15175,15030,14871
Sonoma County,Male,45-49,13681,14078,14427
Sonoma County,Male,50-54,14161,13736,13250
Sonoma County,Male,55-59,14506,14297,14201
Sonoma County,Male,60-64,16159,15863,15383
Sonoma County,Male,65-69,15945,15756,15776
Sonoma County,Male,70-74,13889,14237,14383
Sonoma County,Male,75-79,10451,11082,11843
Sonoma County,Male,80-84,5829,6278,6650
Sonoma County,Male,85-89,2824,3022,3271
Sonoma County,Male,90-94,1393,1368,1379
Sonoma County,Male,95-99,359,382,397
Sonoma County,Male,100+,10,4,31
Stanislaus County,Female,0,3505,3521,3512
Stanislaus County,Female,1-4,14248,13999,14035
Stanislaus County,Female,5-9,19056,18877,18460
Stanislaus County,Female,10-14,19610,19497,19668
Stanislaus County,Female,15-19,20207,19939,19686
Stanislaus County,Female,20-24,21014,20674,20162
Stanislaus County,Female,25-29,20126,19701,19388
Stanislaus County,Female,30-34,19026,19680,19959
Stanislaus County,Female,35-39,16904,16996,17396
Stanislaus County,Female,40-44,16846,16935,16759
Stanislaus County,Female,45-49,15306,15452,15703
Stanislaus County,Female,50-54,15380,15011,14771
Stanislaus County,Female,55-59,14951,14693,14494
Stanislaus County,Female,60-64,15613,15559,15328
Stanislaus County,Female,65-69,14075,14262,14526
Stanislaus County,Female,70-74,11432,11598,11908
Stanislaus County,Female,75-79,8338,8957,9354
Stanislaus County,Female,80-84,5470,5586,5884
Stanislaus County,Female,85-89,3336,3406,3353
Stanislaus County,Female,90-94,1688,1691,1738
Stanislaus County,Female,95-99,583,586,599
Stanislaus County,Female,100+,25,31,49
Stanislaus County,Male,0,3761,3821,3803
Stanislaus County,Male,1-4,14471,14491,14445
Stanislaus County,Male,5-9,19795,19641,19466
Stanislaus County,Male,10-14,20257,20238,20194
Stanislaus County,Male,15-19,21120,21000,20713
Stanislaus County,Male,20-24,22620,22073,21443
Stanislaus County,Male,25-29,21559,21303,21021
Stanislaus County,Male,30-34,19723,20518,21003
Stanislaus County,Male,35-39,16980,17199,17577
Stanislaus County,Male,40-44,16940,16983,16944
Stanislaus County,Male,45-49,15157,15325,15386
Stanislaus County,Male,50-54,14532,14179,13925
Stanislaus County,Male,55-59,14009,13669,13510
Stanislaus County,Male,60-64,14563,14521,14040
Stanislaus County,Male,65-69,12643,12745,13022
Stanislaus County,Male,70-74,9564,9902,10189
Stanislaus County,Male,75-79,7155,7312,7454
Stanislaus County,Male,80-84,3888,4132,4422
Stanislaus County,Male,85-89,2119,2212,2250
Stanislaus County,Male,90-94,919,897,935
Stanislaus County,Male,95-99,187,222,209
Stanislaus County,Male,100+, -   , -   ,12
Sutter County,Female,0,630,649,700
Sutter County,Female,1-4,2394,2477,2514
Sutter County,Female,5-9,3140,3069,3013
Sutter County,Female,10-14,3338,3258,3229
Sutter County,Female,15-19,3571,3530,3463
Sutter County,Female,20-24,3641,3595,3556
Sutter County,Female,25-29,3891,3975,4044
Sutter County,Female,30-34,3408,3621,3790
Sutter County,Female,35-39,2936,2937,2979
Sutter County,Female,40-44,2786,2898,2898
Sutter County,Female,45-49,2470,2505,2539
Sutter County,Female,50-54,2693,2631,2535
Sutter County,Female,55-59,2630,2573,2630
Sutter County,Female,60-64,2706,2713,2662
Sutter County,Female,65-69,2713,2691,2660
Sutter County,Female,70-74,2281,2325,2434
Sutter County,Female,75-79,1858,1975,2017
Sutter County,Female,80-84,1334,1358,1446
Sutter County,Female,85-89,835,837,857
Sutter County,Female,90-94,479,471,451
Sutter County,Female,95-99,165,176,193
Sutter County,Female,100+,33,32,21
Sutter County,Male,0,693,685,679
Sutter County,Male,1-4,2552,2559,2609
Sutter County,Male,5-9,3275,3214,3184
Sutter County,Male,10-14,3427,3428,3370
Sutter County,Male,15-19,3789,3687,3577
Sutter County,Male,20-24,3719,3769,3861
Sutter County,Male,25-29,3968,3965,3918
Sutter County,Male,30-34,3998,4003,4165
Sutter County,Male,35-39,3132,3289,3455
Sutter County,Male,40-44,2719,2745,2748
Sutter County,Male,45-49,2461,2509,2599
Sutter County,Male,50-54,2590,2563,2498
Sutter County,Male,55-59,2635,2608,2480
Sutter County,Male,60-64,2552,2550,2609
Sutter County,Male,65-69,2475,2425,2401
Sutter County,Male,70-74,1998,2049,2111
Sutter County,Male,75-79,1524,1625,1737
Sutter County,Male,80-84,967,1015,981
Sutter County,Male,85-89,740,741,653
Sutter County,Male,90-94,282,289,404
Sutter County,Male,95-99,68,69,74
Sutter County,Male,100+,18,17,12
Tehama County,Female,0,399,423,399
Tehama County,Female,1-4,1517,1542,1580
Tehama County,Female,5-9,1987,1955,1928
Tehama County,Female,10-14,1892,1895,1884
Tehama County,Female,15-19,2185,2128,2118
Tehama County,Female,20-24,1965,1952,1963
Tehama County,Female,25-29,2563,2467,2314
Tehama County,Female,30-34,2067,2191,2361
Tehama County,Female,35-39,1775,1774,1800
Tehama County,Female,40-44,1736,1742,1773
Tehama County,Female,45-49,1608,1620,1654
Tehama County,Female,50-54,1672,1642,1570
Tehama County,Female,55-59,1734,1653,1615
Tehama County,Female,60-64,2139,2138,2054
Tehama County,Female,65-69,1996,1950,1991
Tehama County,Female,70-74,1873,1895,1872
Tehama County,Female,75-79,1468,1507,1595
Tehama County,Female,80-84,1052,1107,1121
Tehama County,Female,85-89,620,643,649
Tehama County,Female,90-94,329,329,324
Tehama County,Female,95-99,163,147,138
Tehama County,Female,100+,17,17,25
Tehama County,Male,0,425,415,433
Tehama County,Male,1-4,1591,1603,1616
Tehama County,Male,5-9,2065,2030,1994
Tehama County,Male,10-14,2063,2039,1992
Tehama County,Male,15-19,2269,2238,2266
Tehama County,Male,20-24,2062,2064,2106
Tehama County,Male,25-29,2443,2337,2167
Tehama County,Male,30-34,2177,2333,2445
Tehama County,Male,35-39,1769,1758,1820
Tehama County,Male,40-44,1820,1857,1825
Tehama County,Male,45-49,1634,1656,1677
Tehama County,Male,50-54,1541,1566,1582
Tehama County,Male,55-59,1735,1642,1575
Tehama County,Male,60-64,2065,2016,1916
Tehama County,Male,65-69,1755,1847,1868
Tehama County,Male,70-74,1664,1603,1646
Tehama County,Male,75-79,1284,1344,1396
Tehama County,Male,80-84,814,814,816
Tehama County,Male,85-89,431,481,503
Tehama County,Male,90-94,232,215,226
Tehama County,Male,95-99,70,66,53
Tehama County,Male,100+,5,6,16
Trinity County,Female,0,78,70,87
Trinity County,Female,1-4,209,229,258
Trinity County,Female,5-9,277,276,270
Trinity County,Female,10-14,352,337,295
Trinity County,Female,15-19,361,376,389
Trinity County,Female,20-24,417,355,361
Trinity County,Female,25-29,526,568,569
Trinity County,Female,30-34,398,419,429
Trinity County,Female,35-39,300,303,321
Trinity County,Female,40-44,396,378,344
Trinity County,Female,45-49,443,426,413
Trinity County,Female,50-54,399,442,472
Trinity County,Female,55-59,578,507,451
Trinity County,Female,60-64,633,661,668
Trinity County,Female,65-69,684,642,619
Trinity County,Female,70-74,624,644,658
Trinity County,Female,75-79,473,495,536
Trinity County,Female,80-84,322,337,339
Trinity County,Female,85-89,226,217,221
Trinity County,Female,90-94,135,159,152
Trinity County,Female,95-99,62,59,71
Trinity County,Female,100+,15,19,18
Trinity County,Male,0,75,72,72
Trinity County,Male,1-4,236,260,282
Trinity County,Male,5-9,289,278,283
Trinity County,Male,10-14,351,346,332
Trinity County,Male,15-19,434,418,419
Trinity County,Male,20-24,453,450,431
Trinity County,Male,25-29,500,514,524
Trinity County,Male,30-34,408,427,442
Trinity County,Male,35-39,403,398,373
Trinity County,Male,40-44,409,389,400
Trinity County,Male,45-49,419,427,433
Trinity County,Male,50-54,478,479,467
Trinity County,Male,55-59,576,522,470
Trinity County,Male,60-64,603,642,670
Trinity County,Male,65-69,606,559,536
Trinity County,Male,70-74,574,598,595
Trinity County,Male,75-79,520,523,506
Trinity County,Male,80-84,343,349,374
Trinity County,Male,85-89,223,224,228
Trinity County,Male,90-94,104,111,119
Trinity County,Male,95-99,46,41,55
Trinity County,Male,100+,7,12,10
Tulare County,Female,0,3305,3341,3297
Tulare County,Female,1-4,13263,13069,13087
Tulare County,Female,5-9,18161,17884,17562
Tulare County,Female,10-14,20054,19901,19691
Tulare County,Female,15-19,20027,19992,19818
Tulare County,Female,20-24,18304,17701,17485
Tulare County,Female,25-29,18625,18411,18129
Tulare County,Female,30-34,17278,18050,18643
Tulare County,Female,35-39,13969,14167,14412
Tulare County,Female,40-44,13690,13835,13900
Tulare County,Female,45-49,12410,12731,12937
Tulare County,Female,50-54,11704,11627,11770
Tulare County,Female,55-59,11276,11256,11295
Tulare County,Female,60-64,11181,11133,11089
Tulare County,Female,65-69,10627,10634,10618
Tulare County,Female,70-74,8798,8969,9199
Tulare County,Female,75-79,6533,6861,7215
Tulare County,Female,80-84,4081,4273,4438
Tulare County,Female,85-89,2676,2675,2669
Tulare County,Female,90-94,1491,1466,1471
Tulare County,Female,95-99,582,557,582
Tulare County,Female,100+,74,102,92
Tulare County,Male,0,3549,3565,3530
Tulare County,Male,1-4,13497,13489,13634
Tulare County,Male,5-9,18744,18431,17949
Tulare County,Male,10-14,20961,20653,20370
Tulare County,Male,15-19,21105,21162,21155
Tulare County,Male,20-24,18855,18504,18313
Tulare County,Male,25-29,19252,18821,18385
Tulare County,Male,30-34,18634,19497,19949
Tulare County,Male,35-39,14603,14871,15521
Tulare County,Male,40-44,14068,14348,14220
Tulare County,Male,45-49,12646,12828,13308
Tulare County,Male,50-54,11711,11777,11757
Tulare County,Male,55-59,10985,11173,11330
Tulare County,Male,60-64,10538,10418,10355
Tulare County,Male,65-69,9729,9840,9998
Tulare County,Male,70-74,7656,7835,7959
Tulare County,Male,75-79,5592,5889,6145
Tulare County,Male,80-84,3350,3421,3523
Tulare County,Male,85-89,1795,1909,2008
Tulare County,Male,90-94,803,787,805
Tulare County,Male,95-99,262,263,253
Tulare County,Male,100+,36,23,39
Tuolumne County,Female,0,211,227,194
Tuolumne County,Female,1-4,927,891,875
Tuolumne County,Female,5-9,1211,1233,1237
Tuolumne County,Female,10-14,1184,1156,1159
Tuolumne County,Female,15-19,1228,1175,1162
Tuolumne County,Female,20-24,1180,1137,1121
Tuolumne County,Female,25-29,1337,1272,1205
Tuolumne County,Female,30-34,1338,1341,1296
Tuolumne County,Female,35-39,1241,1223,1268
Tuolumne County,Female,40-44,1271,1277,1260
Tuolumne County,Female,45-49,984,1016,1088
Tuolumne County,Female,50-54,1174,1064,967
Tuolumne County,Female,55-59,1446,1416,1353
Tuolumne County,Female,60-64,2043,1905,1820
Tuolumne County,Female,65-69,2240,2198,2115
Tuolumne County,Female,70-74,2093,2138,2175
Tuolumne County,Female,75-79,1802,1811,1836
Tuolumne County,Female,80-84,1302,1367,1377
Tuolumne County,Female,85-89,719,747,800
Tuolumne County,Female,90-94,385,396,381
Tuolumne County,Female,95-99,148,153,159
Tuolumne County,Female,100+,7,7,18
Tuolumne County,Male,0,216,197,211
Tuolumne County,Male,1-4,889,865,849
Tuolumne County,Male,5-9,1225,1215,1183
Tuolumne County,Male,10-14,1111,1136,1145
Tuolumne County,Male,15-19,1276,1221,1174
Tuolumne County,Male,20-24,1217,1198,1242
Tuolumne County,Male,25-29,1453,1390,1268
Tuolumne County,Male,30-34,1662,1640,1667
Tuolumne County,Male,35-39,1820,1783,1773
Tuolumne County,Male,40-44,1996,2056,2013
Tuolumne County,Male,45-49,1437,1510,1570
Tuolumne County,Male,50-54,1588,1514,1448
Tuolumne County,Male,55-59,1772,1681,1678
Tuolumne County,Male,60-64,2121,2068,1929
Tuolumne County,Male,65-69,2003,1960,1944
Tuolumne County,Male,70-74,1961,1898,1870
Tuolumne County,Male,75-79,1682,1717,1781
Tuolumne County,Male,80-84,1068,1110,1123
Tuolumne County,Male,85-89,591,611,613
Tuolumne County,Male,90-94,273,298,300
Tuolumne County,Male,95-99,76,74,68
Tuolumne County,Male,100+,24,18,19
Ventura County,Female,0,4113,4116,4089
Ventura County,Female,1-4,16927,16655,16424
Ventura County,Female,5-9,24208,23429,22593
Ventura County,Female,10-14,26380,26119,25694
Ventura County,Female,15-19,27173,26710,26126
Ventura County,Female,20-24,26344,25567,24765
Ventura County,Female,25-29,28269,26843,26220
Ventura County,Female,30-34,27952,29467,30158
Ventura County,Female,35-39,23258,23239,23439
Ventura County,Female,40-44,22419,22258,22245
Ventura County,Female,45-49,22794,22484,22316
Ventura County,Female,50-54,24721,24060,23218
Ventura County,Female,55-59,25714,25063,24668
Ventura County,Female,60-64,27814,27100,26294
Ventura County,Female,65-69,26117,26367,26580
Ventura County,Female,70-74,20792,21604,22214
Ventura County,Female,75-79,16229,17050,17984
Ventura County,Female,80-84,10563,11048,11578
Ventura County,Female,85-89,6333,6559,6779
Ventura County,Female,90-94,3622,3552,3617
Ventura County,Female,95-99,1491,1470,1458
Ventura County,Female,100+,116,138,237
Ventura County,Male,0,4391,4389,4290
Ventura County,Male,1-4,17781,17557,17547
Ventura County,Male,5-9,25006,24268,23302
Ventura County,Male,10-14,26826,26529,26751
Ventura County,Male,15-19,27998,27614,26969
Ventura County,Male,20-24,27993,26121,25581
Ventura County,Male,25-29,29119,28718,27540
Ventura County,Male,30-34,31753,32754,33111
Ventura County,Male,35-39,26481,26338,26724
Ventura County,Male,40-44,24397,24640,24363
Ventura County,Male,45-49,22231,22184,22373
Ventura County,Male,50-54,24132,23645,23024
Ventura County,Male,55-59,24253,23784,23606
Ventura County,Male,60-64,26206,25618,24654
Ventura County,Male,65-69,24285,24373,24763
Ventura County,Male,70-74,18519,19000,19778
Ventura County,Male,75-79,14191,14747,15224
Ventura County,Male,80-84,8269,8941,9643
Ventura County,Male,85-89,4536,4646,4651
Ventura County,Male,90-94,2171,2210,2366
Ventura County,Male,95-99,536,604,623
Ventura County,Male,100+,3,1,8
Yolo County,Female,0,927,878,972
Yolo County,Female,1-4,4025,3913,3735
Yolo County,Female,5-9,5906,5759,5580
Yolo County,Female,10-14,6161,6095,6220
Yolo County,Female,15-19,10016,10068,9967
Yolo County,Female,20-24,20381,19850,19206
Yolo County,Female,25-29,8058,8864,9722
Yolo County,Female,30-34,7078,6650,6558
Yolo County,Female,35-39,4352,4791,5439
Yolo County,Female,40-44,5461,5566,5155
Yolo County,Female,45-49,5457,5466,5530
Yolo County,Female,50-54,5816,5693,5541
Yolo County,Female,55-59,5783,5642,5685
Yolo County,Female,60-64,6079,6094,5953
Yolo County,Female,65-69,5668,5782,5891
Yolo County,Female,70-74,4688,4914,5108
Yolo County,Female,75-79,3468,3647,3810
Yolo County,Female,80-84,2108,2226,2438
Yolo County,Female,85-89,1339,1416,1434
Yolo County,Female,90-94,694,658,652
Yolo County,Female,95-99,216,245,266
Yolo County,Female,100+,9,13,17
Yolo County,Male,0,970,1016,975
Yolo County,Male,1-4,4268,4193,4078
Yolo County,Male,5-9,6320,6050,5961
Yolo County,Male,10-14,6552,6649,6664
Yolo County,Male,15-19,9917,9705,9719
Yolo County,Male,20-24,20933,20653,20078
Yolo County,Male,25-29,7942,8382,9018
Yolo County,Male,30-34,5894,6247,6410
Yolo County,Male,35-39,4492,4521,4817
Yolo County,Male,40-44,5588,5509,5145
Yolo County,Male,45-49,5343,5371,5355
Yolo County,Male,50-54,5626,5518,5394
Yolo County,Male,55-59,5405,5340,5423
Yolo County,Male,60-64,5391,5460,5454
Yolo County,Male,65-69,5041,5020,5017
Yolo County,Male,70-74,4060,4276,4390
Yolo County,Male,75-79,2860,3006,3241
Yolo County,Male,80-84,1761,1824,1887
Yolo County,Male,85-89,945,969,991
Yolo County,Male,90-94,409,428,420
Yolo County,Male,95-99,60,65,86
Yolo County,Male,100+, -   , -   ,1
Yuba County,Female,0,607,585,560
Yuba County,Female,1-4,2277,2333,2325
Yuba County,Female,5-9,3032,2961,2941
Yuba County,Female,10-14,3110,3091,3082
Yuba County,Female,15-19,2998,3064,3062
Yuba County,Female,20-24,2890,2835,2875
Yuba County,Female,25-29,2962,2986,2925
Yuba County,Female,30-34,2846,2861,2896
Yuba County,Female,35-39,2879,2916,2972
Yuba County,Female,40-44,2643,2674,2647
Yuba County,Female,45-49,2352,2410,2526
Yuba County,Female,50-54,2063,2044,2112
Yuba County,Female,55-59,2033,2039,2011
Yuba County,Female,60-64,2135,2092,2017
Yuba County,Female,65-69,2026,2040,2081
Yuba County,Female,70-74,1591,1635,1706
Yuba County,Female,75-79,1191,1263,1325
Yuba County,Female,80-84,692,736,761
Yuba County,Female,85-89,457,473,484
Yuba County,Female,90-94,193,217,209
Yuba County,Female,95-99,76,64,88
Yuba County,Female,100+,2,7,4
Yuba County,Male,0,579,596,615
Yuba County,Male,1-4,2392,2371,2362
Yuba County,Male,5-9,3194,3129,3092
Yuba County,Male,10-14,3420,3342,3345
Yuba County,Male,15-19,3243,3285,3310
Yuba County,Male,20-24,3179,3214,3156
Yuba County,Male,25-29,3032,3056,3128
Yuba County,Male,30-34,3218,3235,3312
Yuba County,Male,35-39,2924,2940,2902
Yuba County,Male,40-44,2601,2663,2654
Yuba County,Male,45-49,2453,2488,2536
Yuba County,Male,50-54,2057,2073,2131
Yuba County,Male,55-59,2115,2083,2025
Yuba County,Male,60-64,2050,2046,2065
Yuba County,Male,65-69,1897,1906,1892
Yuba County,Male,70-74,1446,1492,1551
Yuba County,Male,75-79,1018,1075,1135
Yuba County,Male,80-84,592,620,603
Yuba County,Male,85-89,298,313,349
Yuba County,Male,90-94,158,153,176
Yuba County,Male,95-99,46,47,42
Yuba County,Male,100+,6,3,3
